ticker,as_of,book_value_per_share,earnings_per_share,return_on_equity
BR,2019-05-07,10.929188255613125,3.436080586080586,0.3156562148344702
BR,2019-11-06,9.977312390924956,1.9653846153846153,0.19609435518128887
BR,2020-01-31,9.803135888501743,1.1568306010928961,0.11697116070934342
BR,2020-05-08,10.502183406113538,2.7041970802919706,0.25789337906126225
BR,2020-08-11,11.698523023457863,4.03,0.3434831043445971
BR,2020-10-30,12.230103806228374,2.286263736263736,0.18667638769491932
BR,2021-02-02,12.38341968911917,2.114207650273224,0.16982760591718682
BR,2021-05-04,13.712683347713547,3.3157509157509155,0.24152246168228045
BR,2021-08-12,15.58225667527993,4.742994505494506,0.3034680895910236
BR,2021-11-03,15.079965606190886,2.326373626373626,0.15368825495407773
BR,2022-02-01,14.966609589041095,1.9546448087431694,0.13052735163204515
BR,2022-05-03,15.577416595380667,3.342490842490842,0.21365509833384627
BR,2022-08-12,16.36061381074169,4.632692307692308,0.28168466674797765
BR,2022-11-02,16.174171622769755,1.7247252747252746,0.10618997013912179
BR,2023-02-02,15.17926932880204,1.8349726775956285,0.12056970562273245
BR,2023-05-02,16.98300764655905,3.489560439560439,0.20500744273819466
BR,2023-08-08,18.972057578323454,5.374725274725275,0.2822156643677665
BR,2023-11-02,17.96513605442177,3.0884615384615386,0.17257485733843
BR,2024-02-01,17.566694987255733,2.732513661202186,0.15550354308524866
BR,2024-05-08,19.2135593220339,4.236131386861314,0.2202763690638699
BR,2024-08-06,18.579263067694946,5.93,0.3219721427912554
BR,2024-11-05,18.87425149700599,2.7274725274725276,0.14506749595582083
BRO,2016-02-26,15.467683562974422,1.7247252747252746,0.11349389705902198
BRO,2016-05-06,15684.425673988571,1.825,0.11449831925803858
BRO,2016-08-05,16.098977841315225,1.8552486187845305,0.1148927496978481
BRO,2016-11-09,16.568053679658096,1.9119047619047618,0.11494407748104885
BRO,2017-02-24,16.846135727745104,1.84,0.10909660195635051
BRO,2017-05-05,17.221979839457063,2.050561797752809,0.11902071833917222
BRO,2017-08-04,17.55896743114555,1.9669444444444444,0.11236024683854892
BRO,2017-08-18,16.098977841315225,1.8552486187845305,0.1148927496978481
BRO,2017-11-03,17.801625183940434,2.039705882352941,0.11461090609423773
BRO,2018-02-28,18.700919525590063,2.867857142857143,0.155158570400726
BRO,2018-05-10,10.035664478541449,1.3533707865168538,0.13444661627766483
BRO,2018-08-07,10.251631933320688,1.2166666666666666,0.11798640743218176
BRO,2018-11-05,10.527125670563885,1.3150735294117646,0.12362820391645088
BRO,2019-02-26,10.732297513104212,1.2434065934065934,0.11504513661896863
BRO,2019-05-09,11.082329517553008,1.681460674157303,0.150754227876531
BRO,2019-07-30,11.376338803653896,1.4802777777777776,0.13164488604794317
BRO,2019-10-30,11.732907843595353,1.5297794117647057,0.13036231116105412
BRO,2020-02-24,11.894974348049919,1.4239010989010987,0.11927628077581559
BRO,2020-04-29,12.277126456652354,2.19,0.17761347908328762
BRO,2020-07-30,12.633234387889642,1.774585635359116,0.14022480745093546
BRO,2020-10-27,13.046961179932685,1.804945054945055,0.138380914009559
BRO,2021-02-23,13.265618153807013,1.7,0.12798467219448606
BRO,2021-04-27,13.58605929498546,2.9117977528089884,0.21382810570216423
BRO,2021-07-27,14.011746283125193,2.433333333333333,0.17422281674802326
BRO,2021-10-26,14.543745043054612,2.308088235294117,0.15857033618144578
BRO,2022-02-23,14.856468764159493,2.085714285714286,0.14027446567661433
BRO,2022-05-09,15.314023313316849,3.198876404494382,0.20839542558700178
BRO,2022-07-26,15.17859673990078,2.6158333333333332,0.173029083853429
BRO,2022-11-03,15.21567243205083,2.4959558823529413,0.16393326573890354
BRO,2023-02-27,16.266242937853107,2.3865384615384615,0.14623488134320417
BRO,2023-04-28,17.08392101551481,3.4039325842696626,0.19934254009113994
BRO,2023-07-27,17.8861071932299,3.0416666666666665,0.1702573791139587
BRO,2023-10-26,18.285965529370383,2.8448529411764705,0.15533931559813027
BRO,2024-02-22,19.602248770203794,3.078434065934066,0.15646581406691107
BWA,2016-02-11,16.202908470628593,2.7274725274725276,0.17203900160396207
BWA,2017-02-09,15.161853599849602,0.55,0.03682068172637728
BWA,2018-02-08,17.630808581906127,2.095741758241758,0.1186796482144631
BWA,2018-09-28,17.630808581906127,2.095741758241758,0.1186796482144631
BWA,2019-02-19,20.2939333832798,4.482280219780219,0.220863061917375
BWA,2020-02-13,22.799554374812747,3.639972527472527,0.1589565343284
BWA,2021-02-22,26.90319795359243,2.35,0.0777846919726198
BWA,2023-02-09,30.855679899588853,4.021016483516483,0.13103452472223237
BWA,2024-02-08,25.36297218000077,2.6873626373626376,0.10753552384472082
BX,2021-05-07,11.358957041088125,10.129775280898876,0.9138324867734038
BX,2021-08-06,12.163558838350639,8.65861111111111,0.7374316314535839
BX,2021-11-04,13.053456238772608,8.333272058823528,0.6608623201779126
BX,2022-02-25,13.378334360541167,8.162362637362637,0.623321176415778
